uri,question,context,perspective,summary,generated_summary
331437,Back spasms!?,What is the best way to treat them before involving a docotr?  Anyone have some home remedy ideas?,SUGGESTION_SUMMARY,"While some suggested going to a chiropractor, some said it is better to try stretching and ice instead and to check MD to determine if they have any underlying conditions.",It is suggested to treat back spasms before undergoing a docotr.
610200,are there any negative side effects to salvia?,do you have any information on doses per extract?,SUGGESTION_SUMMARY,"Certain substances, particularly in stronger doses, can induce intense hallucinations, leading to a profound out-of-body experience. It's recommended to have a trip watcher present during hallucinations, maintaining a positive environment with the TV off. While weaker doses might be manageable alone, staying indoors in a comfortable setting is advised. Comparisons to LSD suggest that individuals who enjoy LSD may find middle doses of sativa appealing, but strong doses can be overwhelming. The legality of such substances, still legal while marijuana is illegal, raises questions. If one chooses to experiment, starting with the weakest dose is recommended to gauge personal preferences and tolerance levels.",It is suggested to take a lot of Salvia.
610200,are there any negative side effects to salvia?,do you have any information on doses per extract?,EXPERIENCE_SUMMARY,"In users expereince, one individual explains that they do not know anybody reporting side effects after smoking salvia, it can be dangerous while driving but the individual has never done it themselves because it is illegal.","In users expereince, one individual has a positive experience with salvia."
1896140,"I fell off my motorbike and my hand slightly hurts if I press it, but it didn't bloat. Is it broken?",,INFORMATION_SUMMARY,"For information purposes, the hand might not be broken, if it was it would hurt more.","For information purposes, the hand doesn't bloat when pressed, but it doesn't hurt."
1896140,"I fell off my motorbike and my hand slightly hurts if I press it, but it didn't bloat. Is it broken?",,CAUSE_SUMMARY,If your hand hurt after hurting it it might be a fracture or a sprain.,The hand may be broken.
1896140,"I fell off my motorbike and my hand slightly hurts if I press it, but it didn't bloat. Is it broken?",,EXPERIENCE_SUMMARY,"In users expereince, one individual smashed their hand on their desk and it got a small fracture.","In users expereince, one individual fell off their motorbike and their hand slightly hurts if they press it but it didn't bloat."
1896140,"I fell off my motorbike and my hand slightly hurts if I press it, but it didn't bloat. Is it broken?",,SUGGESTION_SUMMARY,It is suggested to go get your hand checked up.,It is suggested to press the hand but it doesn't bloat.
1417432,please suggest ways to get rid of pimples in my upper body . I am 27 yrs old.?,my father's family has it,INFORMATION_SUMMARY,"For information purposes, the skin on the upper body is delicate and easily scars, particularly due to its thinness.","For information purposes, the suggestion is to use a topical cream to address pimples in the upper body."
1417432,please suggest ways to get rid of pimples in my upper body . I am 27 yrs old.?,my father's family has it,SUGGESTION_SUMMARY,"To conceal pimples on your upper body, using Maybelline's Invisible Concealer can effectively cover them. Another suggestion involves a prescribed medication from a dermatologist to eliminate pimples. Taking two penicillin injections and mixing them with 50g of any preferred beauty cream. Apply this mixture after a bath and rinse off when dry.",It is suggested to get rid of pimples in the upper body.
3352647,How do I stop myself from eating after 7:00 p.m.?  (to lose weight)?,,EXPERIENCE_SUMMARY,"In users expereince, one individual lost 30 pounds and 5 pant sizes and has kept it off for two years.","In users expereince, one individual stopped eating after 7:00 pm to lose weight."
3352647,How do I stop myself from eating after 7:00 p.m.?  (to lose weight)?,,SUGGESTION_SUMMARY,"Incorporate diverse activities like knitting, writing letters, or crafting to keep your hands occupied and divert your focus. Establish self-discipline by setting a mental boundary to avoid eating after 6 or 7 PM. Emphasize a self-discipline program by engaging in these alternative activities. Opt for more substantial, filling foods earlier in the day, ideally before 7:00 PM, and prioritize healthy eating choices to support your overall well-being.","To lose weight, it is suggested to stop eating after 7:00 pm."
137656,What's the best sleeping aid?,,EXPERIENCE_SUMMARY,"In users expereince, one user tried two prescription sleep aids that caused nightmares and grogginess but found relief with an inexpensive, generic nighttime cold/flu medicine like NyQuil that effectively induced sleep without leaving them feeling drowsy the next day","In users expereince, one individual suggests sleeping aids."
